"filename", "language", "JSON with Comments", "JavaScript", "Markdown", "JSON", "SQL", "XML", "JavaScript JSX", "Prisma", "CSS", "HTML", "comment", "blank", "total"
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/adminLayout/ClearFilters.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 7, 80
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/adminLayout/Filters.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 7, 81
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/adminLayout/FiltersByField.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 7, 114
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/adminLayout/NavAdmin.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 144, 0, 0, 0, 0, 9, 153
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/adminLayout/NotAdmin.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 7, 69
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/adminLayout/OrderByField.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 2, 9, 56
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/adminLayout/PaginationAdmin.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 6, 43
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/adminLayout/SearchBarViandas.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 5, 48
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/adminLayout/forms/UsuariosForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 256, 0, 0, 0, 23, 13, 292
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/adminLayout/forms/ViandasForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 272, 0, 0, 0, 21, 15, 308
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/adminLayout/listaPedidos/FiltersPedidos.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 147, 0, 0, 0, 1, 7, 155
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/adminLayout/menu/CardsMenu.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 143, 0, 0, 0, 4, 11, 158
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/adminLayout/menu/CardsMenuIssue.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 4, 7, 80
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/adminLayout/pedidos/exporterPdf.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 3, 4, 45
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/adminLayout/usuarios/FilterUsers.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 11, 103
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/cards/CardAllDishes.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 1, 6, 55
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/cards/CardTipes.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 7, 96
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/cards/CardViandasRecommended.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 8, 68
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/cards/DetailCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 6
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/cards/Pagination.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 10, 58
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/cartCounter/CartCounter.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 3, 14
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/checkout/CardsCheckout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 206, 0, 0, 0, 5, 17, 228
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/checkout/CatalogRegisterPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 221, 0, 0, 0, 16, 23, 260
